label,removed_id,retained_id,task,score,remaining_removed,remaining_retained,same_trajectory,action_rmse,state_l2
cross_0.9985,episode_0023_20260421_150743_357926:42,episode_0024_20260421_150808_433812:41,put the white mug on the left plate and put the yellow and white mug on the right plate,0.9985437989234924,1,0,False,0.11157839000225067,0.0809568241238594
cross_0.9985,episode_0038_20260421_151615_368946:53,episode_0014_20260421_155029_148974:50,put both the alphabet soup and the cream cheese box in the basket,0.9985331892967224,1,0,False,0.06765788793563843,0.08300653100013733
cross_0.9985,episode_0023_20260421_150743_357926:41,episode_0024_20260421_150808_433812:40,put the white mug on the left plate and put the yellow and white mug on the right plate,0.9986095428466797,2,1,False,0.15469536185264587,0.04965600743889809
cross_0.9985,episode_0023_20260421_150743_357926:40,episode_0024_20260421_150808_433812:39,put the white mug on the left plate and put the yellow and white mug on the right plate,0.998644232749939,3,2,False,0.049975089728832245,0.05254415050148964
cross_0.9985,episode_0023_20260421_150743_357926:39,episode_0024_20260421_150808_433812:38,put the white mug on the left plate and put the yellow and white mug on the right plate,0.9986191391944885,4,3,False,0.04512064531445503,0.06630511581897736
cross_0.9985,episode_0023_20260421_150743_357926:38,episode_0024_20260421_150808_433812:37,put the white mug on the left plate and put the yellow and white mug on the right plate,0.9985378980636597,5,4,False,0.05882921814918518,0.08949152380228043
cross_0.9985,episode_0023_20260421_150743_357926:36,episode_0024_20260421_150808_433812:36,put the white mug on the left plate and put the yellow and white mug on the right plate,0.998518705368042,7,5,False,0.2084421068429947,0.09074561297893524
cross_0.9985,episode_0014_20260421_155029_148974:41,episode_0038_20260421_151615_368946:47,put both the alphabet soup and the cream cheese box in the basket,0.9985413551330566,9,7,False,0.17235475778579712,0.07840490341186523
cross_0.9985,episode_0023_20260421_150743_357926:34,episode_0024_20260421_150808_433812:33,put the white mug on the left plate and put the yellow and white mug on the right plate,0.9985238313674927,9,8,False,0.4789283573627472,0.08168988674879074
cross_0.9985,episode_0030_20260421_151104_740343:37,episode_0032_20260421_151156_252142:36,put the white mug on the plate and put the chocolate pudding to the right of the plate,0.9985130429267883,9,7,False,0.34129902720451355,0.057118263095617294
cross_0.9985,episode_0014_20260421_155029_148974:40,episode_0038_20260421_151615_368946:46,put both the alphabet soup and the cream cheese box in the basket,0.9985538721084595,10,8,False,0.11147993803024292,0.07312247157096863
cross_0.9985,episode_0023_20260421_150743_357926:33,episode_0024_20260421_150808_433812:32,put the white mug on the left plate and put the yellow and white mug on the right plate,0.9985603094100952,10,9,False,0.026493726298213005,0.08192287385463715
cross_0.9985,episode_0014_20260421_155029_148974:39,episode_0038_20260421_151615_368946:44,put both the alphabet soup and the cream cheese box in the basket,0.9985524415969849,11,10,False,0.12808352708816528,0.07844924926757812
cross_0.9985,episode_0023_20260421_150743_357926:32,episode_0024_20260421_150808_433812:31,put the white mug on the left plate and put the yellow and white mug on the right plate,0.9985040426254272,11,10,False,0.028818903490900993,0.0870097279548645
cross_0.9985,episode_0014_20260421_155029_148974:38,episode_0038_20260421_151615_368946:44,put both the alphabet soup and the cream cheese box in the basket,0.9985883235931396,12,10,False,0.21124714612960815,0.07417523860931396
cross_0.9985,episode_0023_20260421_150743_357926:31,episode_0024_20260421_150808_433812:30,put the white mug on the left plate and put the yellow and white mug on the right plate,0.9985214471817017,12,11,False,0.015731193125247955,0.09107199311256409
cross_0.9985,episode_0023_20260421_150743_357926:30,episode_0024_20260421_150808_433812:29,put the white mug on the left plate and put the yellow and white mug on the right plate,0.998565673828125,13,12,False,0.06270471215248108,0.08236374706029892
cross_0.9985,episode_0038_20260421_151615_368946:41,episode_0015_20260421_155056_818708:35,put both the alphabet soup and the cream cheese box in the basket,0.99857497215271,13,11,False,0.48417508602142334,0.07048190385103226
cross_0.9985,episode_0023_20260421_150743_357926:29,episode_0024_20260421_150808_433812:28,put the white mug on the left plate and put the yellow and white mug on the right plate,0.9985772371292114,14,13,False,0.05629180371761322,0.08226437866687775
cross_0.9985,episode_0012_20260421_154958_870693:30,episode_0034_20260421_151316_981830:25,put the white mug on the plate and put the chocolate pudding to the right of the plate,0.9985322952270508,15,14,False,0.07117863744497299,0.05377683788537979
cross_0.9985,episode_0014_20260421_155029_148974:35,episode_0015_20260421_155056_818708:34,put both the alphabet soup and the cream cheese box in the basket,0.9985877871513367,15,12,False,0.23468227684497833,0.05719737336039543
cross_0.9985,episode_0023_20260421_150743_357926:28,episode_0024_20260421_150808_433812:27,put the white mug on the left plate and put the yellow and white mug on the right plate,0.998519241809845,15,14,False,0.0814312994480133,0.09383657574653625
cross_0.9985,episode_0035_20260421_151345_521435:33,episode_0015_20260421_155056_818708:32,put both the alphabet soup and the cream cheese box in the basket,0.9985260963439941,15,14,False,0.10915646702051163,0.08147411793470383
cross_0.9985,episode_0038_20260421_151615_368946:39,episode_0015_20260421_155056_818708:32,put both the alphabet soup and the cream cheese box in the basket,0.998545229434967,15,14,False,0.05944032967090607,0.08416301012039185
cross_0.9985,episode_0014_20260421_155029_148974:34,episode_0015_20260421_155056_818708:33,put both the alphabet soup and the cream cheese box in the basket,0.9985421299934387,16,13,False,0.09187068790197372,0.06697974354028702
cross_0.9985,episode_0023_20260421_150743_357926:27,episode_0024_20260421_150808_433812:26,put the white mug on the left plate and put the yellow and white mug on the right plate,0.998529314994812,16,15,False,0.026507869362831116,0.09815860539674759
cross_0.9985,episode_0014_20260421_155029_148974:33,episode_0015_20260421_155056_818708:32,put both the alphabet soup and the cream cheese box in the basket,0.9985406398773193,17,14,False,0.11058437824249268,0.08134891837835312
cross_0.9985,episode_0038_20260421_151615_368946:36,episode_0015_20260421_155056_818708:29,put both the alphabet soup and the cream cheese box in the basket,0.998550534248352,18,17,False,0.1294456273317337,0.0903652161359787
cross_0.9985,episode_0041_20260421_151903_896858:56,episode_0016_20260421_155154_891362:57,put both moka pots on the stove,0.9985034465789795,18,16,False,0.7596135139465332,0.09170694649219513
cross_0.9985,episode_0035_20260421_151345_521435:29,episode_0015_20260421_155056_818708:28,put both the alphabet soup and the cream cheese box in the basket,0.9985449314117432,19,18,False,0.11115442216396332,0.07902821153402328
cross_0.9985,episode_0041_20260421_151903_896858:55,episode_0016_20260421_155154_891362:56,put both moka pots on the stove,0.9985567331314087,19,17,False,0.34031111001968384,0.08275710791349411
cross_0.9985,episode_0035_20260421_151345_521435:28,episode_0015_20260421_155056_818708:27,put both the alphabet soup and the cream cheese box in the basket,0.9985288381576538,20,19,False,0.13504326343536377,0.08371946960687637
cross_0.9985,episode_0041_20260421_151903_896858:54,episode_0016_20260421_155154_891362:56,put both moka pots on the stove,0.9985910058021545,20,17,False,0.3431916832923889,0.07294035702943802
cross_0.9985,episode_0003_20260421_145442_230258:37,episode_0000_20260421_145256_951882:38,put both the alphabet soup and the tomato sauce in the basket,0.9985241889953613,21,19,False,0.08573465049266815,0.07099726796150208
cross_0.9985,episode_0026_20260421_150856_396048:14,episode_0027_20260421_150917_326437:13,pick up the book and place it in the back compartment of the caddy,0.9985923171043396,21,17,False,0.039055828005075455,0.05637507140636444
cross_0.9985,episode_0041_20260421_151903_896858:53,episode_0016_20260421_155154_891362:55,put both moka pots on the stove,0.9986510872840881,21,18,False,0.10375668853521347,0.056710146367549896
cross_0.9985,episode_0003_20260421_145442_230258:36,episode_0000_20260421_145256_951882:36,put both the alphabet soup and the tomato sauce in the basket,0.9985329508781433,22,21,False,0.07814215123653412,0.0675337091088295
cross_0.9985,episode_0005_20260421_145548_769987:27,episode_0009_20260421_145756_420411:28,put both the cream cheese box and the butter in the basket,0.9985480308532715,22,20,False,0.0749732181429863,0.07322634756565094
